# level,theme,typeCount,slotCapacity,threeStarSeconds,twoStarSeconds,clearReward,layers
# v9 progression: staged theme unlocks; slower icon-type ramp; level 120+ supports 4 layers; level 360+ supports 5 layers
145,Food,6,7,140,280,46,Custom:..X.../..XX../XXXXXX/XXXXXX/XXXXXX/XXXXXX@0:0:1|LayerCap18@0.5:0.5:0.88|LayerCross15@0.5:0.5:0.64|LayerCrown15@0.5:0.5:0.5
146,Plant,6,7,141,282,46,Custom:..XX../..XXX./.XXXX./XXXXXX/XXXXXX/XXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.88|LayerOffset12@0.5:0.5:0.64|LayerMiniDiamond9@0.5:0.5:0.5
147,Animal,6,7,141,282,46,Custom:X....../XXXXX../XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.88|LayerDiamond15@0.5:0.5:0.64|LayerDiagonal6@0.5:0.5:0.5
148,Sweet,6,7,166,332,46,Custom:..XXXX/.XXXXX/XXXXXX/XXXXXX/XXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.88|LayerCross15@0.5:0.5:0.60|LayerLine12@0.5:0.5:0.5
149,Bug,6,7,141,282,46,Custom:XXXX../XXXX.X/XXXXXX/XXXXXX/XXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.88|LayerStagger9@0.5:0.5:0.64|LayerCap18@0.5:0.5:0.5
150,Vehicle,6,7,179,358,66,Custom:..X.XX./.XXXXX./.XXXXXX/.XXXXXX/XXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.88|LayerPillar12@0.5:0.5:0.60|LayerCross15@0.5:0.5:0.5
151,Food,6,7,142,284,46,Custom:XX..X./XXXXXX/XXXXXX/XXXXXX/XXXXXX@0:0:1|LayerLine12@0.5:0.5:0.88|LayerMiniDiamond9@0.5:0.5:0.64|LayerOffset12@0.5:0.5:0.5
152,Plant,6,7,167,334,47,Custom:X..XXX/.XXXXX/XXXXXX/XXXXXX/XXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.88|LayerLine12@0.5:0.5:0.59|LayerDiamond15@0.5:0.5:0.5
153,Animal,6,7,142,284,47,Custom:XX....X/X..XX../XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.88|LayerLine12@0.5:0.5:0.64|LayerPillar12@0.5:0.5:0.5
154,Sweet,6,7,142,284,47,Custom:.XX.X./XXXXXX/XXXXX./.XXXX./XXXX.X/X..XXX@0:0:1|LayerDiamond15@0.5:0.5:0.88|LayerCap18@0.5:0.5:0.64|LayerStagger9@0.5:0.5:0.5
155,Bug,6,7,143,286,47,Custom:.XXXX./XXXXX./XXXXXX/XXXXXX/XXXXXX@0:0:1|LayerCap18@0.5:0.5:0.88|LayerCross15@0.5:0.5:0.64|LayerCrown15@0.5:0.5:0.5
156,Vehicle,6,7,168,336,47,Custom:XXX..../XXX.X../XXXXXX./XXXXXXX/XXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.88|LayerOffset12@0.5:0.5:0.59|LayerMiniDiamond9@0.5:0.5:0.5
157,Food,6,7,143,286,47,Custom:XX...X/XXXXXX/XXXXXX/XXXXXX/XXXXXX@0:0:1|LayerCross15@0.5:0.5:0.88|LayerDiamond15@0.5:0.5:0.64|LayerDiagonal6@0.5:0.5:0.5
158,Plant,6,7,143,286,47,Custom:XXX..X/XXXXXX/XXXXXX/XXXXX./XXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.88|LayerPillar12@0.5:0.5:0.64|LayerLine12@0.5:0.5:0.5
159,Animal,6,7,143,286,47,Custom:..X.X../XX..XX./XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.88|LayerStagger9@0.5:0.5:0.64|LayerCap18@0.5:0.5:0.5
160,Sweet,6,7,156,312,48,Custom:XXXX../XXXXXX/.XXXXX/XXXXXX/XXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.88|LayerCrown15@0.5:0.5:0.64|LayerCross15@0.5:0.5:0.5
161,Bug,6,7,169,338,48,Custom:.X.XX./...XXX/X..XXX/.XXXXX/XXXXXX/XXXXXX@0:0:1|LayerLine12@0.5:0.5:0.88|LayerMiniDiamond9@0.5:0.5:0.59|LayerOffset12@0.5:0.5:0.5
162,Vehicle,6,7,169,338,48,Custom:..XXXX./.XXXXX./X.XXX../XXXXXXX/XXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.88|LayerCross15@0.5:0.5:0.59|LayerDiamond15@0.5:0.5:0.5
163,Food,6,7,144,288,48,Custom:..X.XX/XXXXXX/XXXXXX/XXXXXX/XXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.87|LayerLine12@0.5:0.5:0.64|LayerPillar12@0.5:0.5:0.5
164,Plant,6,7,170,340,48,Custom:.XXXX./XXXXXX/.XXXXX/XXXXXX/XXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.87|LayerPillar12@0.5:0.5:0.59|LayerStagger9@0.5:0.5:0.5
165,Animal,6,7,170,340,48,Custom:XXXX.XX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.87|LayerDiagonal6@0.5:0.5:0.59|LayerCrown15@0.5:0.5:0.5
166,Sweet,6,7,145,290,48,Custom:...X.../...X.../X.XXX../XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.87|LayerOffset12@0.5:0.5:0.64|LayerMiniDiamond9@0.5:0.5:0.5
167,Bug,6,7,170,340,48,Custom:.XX.X./XXXXXX/XXXXXX/XXXXXX/XXXXXX@0:0:1|LayerCross15@0.5:0.5:0.87|LayerStagger9@0.5:0.5:0.59|LayerDiagonal6@0.5:0.5:0.5
168,Vehicle,6,7,170,340,49,Custom:...X.../..XXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.87|LayerMiniDiamond9@0.5:0.5:0.59|LayerLine12@0.5:0.5:0.5
169,Food,6,7,146,292,49,Custom:.....XX/XX..XXX/XX.XXXX/XXXXXXX/XXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.87|LayerStagger9@0.5:0.5:0.64|LayerCap18@0.5:0.5:0.5
170,Plant,6,7,183,366,49,Custom:.X..XX/XXXXXX/XXXXXX/XXXXXX/XXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.87|LayerOffset12@0.5:0.5:0.59|LayerCross15@0.5:0.5:0.5
171,Animal,6,7,171,342,49,Custom:.X..XXX/.XXXXX./.XXXXX./.XXXXXX/XXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.87|LayerPillar12@0.5:0.5:0.59|LayerOffset12@0.5:0.5:0.5
172,Sweet,6,7,146,292,49,Custom:...XX../.XXXXXX/XXXXXX./XXXXXX./XXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.87|LayerDiagonal6@0.5:0.5:0.64|LayerDiamond15@0.5:0.5:0.5
173,Bug,6,7,172,344,49,Custom:.XXX../XXXXXX/XXXXXX/XXXXXX/XXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.87|LayerLine12@0.5:0.5:0.59|LayerPillar12@0.5:0.5:0.5
174,Vehicle,6,7,172,344,49,Custom:.X...X./XXX..XX/XXXXXXX/X.XXXXX/XXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.87|LayerStagger9@0.5:0.5:0.59|LayerStagger9@0.5:0.5:0.5
175,Food,6,7,147,294,69,Custom:..X.X../..XXX../.XXXX../.XXXX../XXXXXXX/XXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.87|LayerCross15@0.5:0.5:0.64|LayerCrown15@0.5:0.5:0.5
176,Plant,6,7,172,344,50,Custom:XX.X../XXXXXX/XXXXXX/XXXXXX/XXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.87|LayerCross15@0.5:0.5:0.59|LayerMiniDiamond9@0.5:0.5:0.5
177,Animal,6,7,172,344,50,Custom:X...X.X/XX.XX../XX.XXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.87|LayerOffset12@0.5:0.5:0.59|LayerDiagonal6@0.5:0.5:0.5
178,Sweet,6,7,148,296,50,Custom:XXXXX.X/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.87|LayerPillar12@0.5:0.5:0.64|LayerLine12@0.5:0.5:0.5
179,Bug,6,7,173,346,50,Custom:X...../X..X../XXXXXX/XXXXXX/XXXXXX/XXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.87|LayerDiagonal6@0.5:0.5:0.59|LayerCap18@0.5:0.5:0.5
180,Vehicle,6,7,185,370,50,HeartWide36@0:0:1|LayerBlock9@0.5:0.5:0.87|LayerLine12@0.5:0.5:0.59|LayerCross15@0.5:0.5:0.5
181,Food,6,7,148,296,50,Custom:....XXX/X.X..XX/XXXXXXX/.XXXX.X/XX.X..X/.XX..XX@0:0:1|LayerLine12@0.5:0.5:0.87|LayerMiniDiamond9@0.5:0.5:0.64|LayerOffset12@0.5:0.5:0.5
182,Plant,6,7,174,348,50,Custom:....X./XXXXX./XXXXXX/.XX.XX/X.XXXX/XXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.87|LayerMiniDiamond9@0.5:0.5:0.59|LayerDiamond15@0.5:0.5:0.5
183,Animal,6,7,174,348,50,Custom:....XX./.XXXX../XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.87|LayerCross15@0.5:0.5:0.59|LayerPillar12@0.5:0.5:0.5
184,Sweet,6,7,149,298,51,Custom:.....X./.XXXXXX/XXXX.XX/XXXXXXX/XXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.87|LayerCap18@0.5:0.5:0.64|LayerStagger9@0.5:0.5:0.5
185,Bug,6,7,174,348,51,Custom:XXX.XX/XXXXXX/XXXX.X/XXXXX./XXXXXX@0:0:1|LayerCap18@0.5:0.5:0.87|LayerPillar12@0.5:0.5:0.59|LayerCrown15@0.5:0.5:0.5
186,Vehicle,6,7,174,348,51,Custom:.XX..../.XX..../..XXXX./XXX.XXX/XXXXXXX/XXXXXX.@0:0:1|LayerPillar12@0.5:0.5:0.87|LayerDiagonal6@0.5:0.5:0.59|LayerMiniDiamond9@0.5:0.5:0.5
187,Food,6,7,150,300,51,Custom:..XXX../..XXXX./.XXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.87|LayerDiamond15@0.5:0.5:0.64|LayerDiagonal6@0.5:0.5:0.5
188,Plant,6,7,175,350,51,Custom:...X../.XXX../XXXXX./XXXXXX/XXXXXX/XXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.86|LayerStagger9@0.5:0.5:0.59|LayerLine12@0.5:0.5:0.5
189,Animal,6,7,175,350,51,Custom:.XXXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.86|LayerMiniDiamond9@0.5:0.5:0.59|LayerCap18@0.5:0.5:0.5
190,Sweet,6,7,162,324,51,Custom:...XX../X.XXX.X/XXXXX.X/XXXXXXX/XXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.86|LayerCrown15@0.5:0.5:0.64|LayerCross15@0.5:0.5:0.5
191,Bug,6,7,176,352,51,Custom:XXXX../XXXXXX/XXXXXX/XXXXX./XXXXXX@0:0:1|LayerLine12@0.5:0.5:0.86|LayerOffset12@0.5:0.5:0.59|LayerOffset12@0.5:0.5:0.5
192,Vehicle,6,7,176,352,52,Custom:XXXXXXX/XXXXXXX/.XX.XXX/.XXXXX./...XXX.@0:0:1|LayerCorners12@0.5:0.5:0.86|LayerPillar12@0.5:0.5:0.59|LayerDiamond15@0.5:0.5:0.5
193,Food,6,7,151,302,52,Custom:.....X./..XXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.86|LayerLine12@0.5:0.5:0.64|LayerPillar12@0.5:0.5:0.5
194,Plant,6,7,176,352,52,Custom:..X.../.XXXX./.XXXX./XXXXXX/XXXXXX/XXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.86|LayerLine12@0.5:0.5:0.59|LayerStagger9@0.5:0.5:0.5
195,Animal,6,7,176,352,52,Custom:XX.XXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.86|LayerStagger9@0.5:0.5:0.59|LayerCrown15@0.5:0.5:0.5
196,Sweet,6,7,152,304,52,Custom:...XX../XXXXX../XXXXXXX/XXXXXXX/XXXXXX.@0:0:1|LayerPillar12@0.5:0.5:0.86|LayerOffset12@0.5:0.5:0.64|LayerMiniDiamond9@0.5:0.5:0.5
197,Bug,6,7,177,354,52,Custom:.XXXXX/.XXXXX/.XXXXX/XXXXXX/XXXXXX@0:0:1|LayerCross15@0.5:0.5:0.86|LayerCross15@0.5:0.5:0.59|LayerDiagonal6@0.5:0.5:0.5
198,Vehicle,6,7,177,354,52,Custom:...XXX./..XXXX./.XXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.86|LayerOffset12@0.5:0.5:0.59|LayerLine12@0.5:0.5:0.5
199,Food,6,7,152,304,52,Custom:...XX../XXXXX../.XXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.86|LayerStagger9@0.5:0.5:0.64|LayerCap18@0.5:0.5:0.5
200,Plant,6,7,190,380,73,Custom:..XXXX/XXXXXX/X.XXXX/XXXXXX/XXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.86|LayerDiagonal6@0.5:0.5:0.59|LayerCross15@0.5:0.5:0.5
201,Animal,6,7,178,356,53,Custom:.XX..../.XXXXXX/XXXXXXX/XX.XXXX/XXX.XXX@0:0:1|LayerLine12@0.5:0.5:0.86|LayerLine12@0.5:0.5:0.59|LayerOffset12@0.5:0.5:0.5
202,Sweet,6,7,153,306,53,Custom:X....../X..X.../XX.X.X./X.XXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.86|LayerDiagonal6@0.5:0.5:0.64|LayerDiamond15@0.5:0.5:0.5
203,Bug,6,7,178,356,53,Custom:XXX..X/XXXXXX/XXXXXX/XXXXXX/.XXXXX@0:0:1|LayerCrown15@0.5:0.5:0.86|LayerMiniDiamond9@0.5:0.5:0.59|LayerPillar12@0.5:0.5:0.5
204,Vehicle,6,7,178,356,53,Custom:.XXX.../XXXXXX./.XXXXX./.XXXXXX/XXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.86|LayerCross15@0.5:0.5:0.59|LayerStagger9@0.5:0.5:0.5
205,Food,6,7,154,308,53,Custom:...XX.X/.X.XXXX/.XXXXXX/.XXXXXX/XXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.86|LayerCross15@0.5:0.5:0.64|LayerCrown15@0.5:0.5:0.5
206,Plant,6,7,179,358,53,Custom:XXXX../XXX.XX/XXXXXX/XXXXXX/XXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.86|LayerPillar12@0.5:0.5:0.59|LayerMiniDiamond9@0.5:0.5:0.5
207,Animal,6,7,179,358,53,Custom:....X../..XXX../.XXXXX./.XXXXX./.XXXXXX/XXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.86|LayerDiagonal6@0.5:0.5:0.59|LayerDiagonal6@0.5:0.5:0.5
208,Sweet,6,7,154,308,54,Custom:...X.X./.XXXXX./XXXXXXX/XXXXXX./XXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.86|LayerPillar12@0.5:0.5:0.64|LayerLine12@0.5:0.5:0.5
209,Bug,6,7,179,358,54,Custom:X.X..X/XXXXXX/XXXXXX/XXXXXX/XXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.86|LayerStagger9@0.5:0.5:0.59|LayerCap18@0.5:0.5:0.5
210,Vehicle,6,7,192,384,54,Custom:....X../X..XXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.86|LayerMiniDiamond9@0.5:0.5:0.59|LayerCross15@0.5:0.5:0.5
211,Food,6,7,155,310,54,Custom:..X.X../X.XXX.X/XXX.XXX/XXXXXXX/XXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.86|LayerMiniDiamond9@0.5:0.5:0.64|LayerOffset12@0.5:0.5:0.5
212,Plant,6,7,180,360,54,Custom:XXXX../XXXXXX/XXXXXX/XXXXXX/.XXXXX@0:0:1|LayerCorners12@0.5:0.5:0.86|LayerOffset12@0.5:0.5:0.58|LayerDiamond15@0.5:0.5:0.5
213,Animal,6,7,180,360,54,Custom:XXXXXX/X.XXXX/..XXXX/XXXXXX/XXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.85|LayerPillar12@0.5:0.5:0.58|LayerPillar12@0.5:0.5:0.5
214,Sweet,6,7,156,312,54,Custom:.X.X.../XXXX.../XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.85|LayerCap18@0.5:0.5:0.64|LayerStagger9@0.5:0.5:0.5
215,Bug,6,7,181,362,54,Custom:...X../..XXXX/.XXXX./XXXXXX/XXXXXX/XXXXXX@0:0:1|LayerCap18@0.5:0.5:0.85|LayerLine12@0.5:0.5:0.58|LayerCrown15@0.5:0.5:0.5
216,Vehicle,6,7,181,362,55,Custom:X...../XXX.../XXXXX./XXXXXX/XXXXXX/XXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.85|LayerStagger9@0.5:0.5:0.58|LayerMiniDiamond9@0.5:0.5:0.5
217,Food,6,7,156,312,55,Custom:....X../..XXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.85|LayerDiamond15@0.5:0.5:0.64|LayerDiagonal6@0.5:0.5:0.5
218,Plant,6,7,181,362,55,Custom:XXX..X/XXX.XX/XXXXXX/XXXXXX/XXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.85|LayerCross15@0.5:0.5:0.58|LayerLine12@0.5:0.5:0.5
219,Animal,6,7,182,364,55,Custom:.....XX/....XXX/X...XXX/..XXXXX/.XXXXXX/XXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.85|LayerOffset12@0.5:0.5:0.58|LayerCap18@0.5:0.5:0.5
220,Sweet,6,7,169,338,55,Custom:..XXXX./...XXX./.XXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.85|LayerCrown15@0.5:0.5:0.64|LayerCross15@0.5:0.5:0.5
221,Sweet,6,7,188,376,55,Custom:...X.X./XXXXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.85|LayerDiagonal6@0.5:0.5:0.58|LayerOffset12@0.5:0.5:0.5
222,Bug,6,7,188,376,55,Custom:....X../..XXX../..XXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.85|LayerLine12@0.5:0.5:0.58|LayerDiamond15@0.5:0.5:0.5
223,Vehicle,6,7,164,328,55,Custom:..X..XX./XXXXXXXX/XXXXXXXX/.XXXXXX./.XXXX.X.@0:0:1|LayerCrown15@0.5:0.5:0.85|LayerLine12@0.5:0.5:0.64|LayerPillar12@0.5:0.5:0.5
224,Weather,6,7,189,378,56,Custom:....X../....X.X/.XXXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.85|LayerMiniDiamond9@0.5:0.5:0.58|LayerStagger9@0.5:0.5:0.5
225,Food,6,7,189,378,76,Custom:..X.XX./.XXXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.85|LayerCross15@0.5:0.5:0.58|LayerCrown15@0.5:0.5:0.5
226,Plant,6,7,164,328,56,Custom:.X....../.X..XXXX/XXXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.85|LayerOffset12@0.5:0.5:0.64|LayerMiniDiamond9@0.5:0.5:0.5
227,Animal,6,7,189,378,56,Custom:..X.XXX/XX.XXXX/.XXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.85|LayerPillar12@0.5:0.5:0.58|LayerDiagonal6@0.5:0.5:0.5
228,Sweet,6,7,190,380,56,Custom:X.....X/X....XX/X..XXX./XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.85|LayerDiagonal6@0.5:0.5:0.58|LayerLine12@0.5:0.5:0.5
229,Bug,6,7,165,330,56,Custom:....X.../X...XX../XX..XXXX/X.XXXXXX/X..XXXXX/XXXXXXX.@0:0:1|LayerOffset12@0.5:0.5:0.85|LayerStagger9@0.5:0.5:0.64|LayerCap18@0.5:0.5:0.5
230,Vehicle,6,7,202,404,56,Custom:.....X./XX..XXX/XXXXXXX/.XXXXXX/..XXXXX/XXXX.XX@0:0:1|LayerBlock9@0.5:0.5:0.85|LayerStagger9@0.5:0.5:0.58|LayerCross15@0.5:0.5:0.5
231,Weather,6,7,190,380,56,Custom:.X.X.X./XXXXXXX/XXXXX.X/XXXXXXX/XXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.85|LayerMiniDiamond9@0.5:0.5:0.58|LayerOffset12@0.5:0.5:0.5
232,Food,6,7,166,332,57,Custom:.X..XXXX/XX..XXXX/XXXXXXXX/XX..XXXX/.XX.XXX.@0:0:1|LayerCorners12@0.5:0.5:0.85|LayerDiagonal6@0.5:0.5:0.64|LayerDiamond15@0.5:0.5:0.5
233,Plant,6,7,191,382,57,Custom:X.XXX../X.XXXXX/.XXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.85|LayerOffset12@0.5:0.5:0.58|LayerPillar12@0.5:0.5:0.5
234,Animal,6,7,191,382,57,Custom:XXXXXX./XXXXX../.XXXXX./XXXXXXX/XXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.85|LayerPillar12@0.5:0.5:0.58|LayerStagger9@0.5:0.5:0.5
235,Sweet,6,7,166,332,57,Custom:.......X/XXX.XXXX/XX..XXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.85|LayerCross15@0.5:0.5:0.64|LayerCrown15@0.5:0.5:0.5
236,Bug,6,7,191,382,57,Custom:.....X./..XXXX./X.XXXX./XXXXXXX/XXXXX.X/XXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.85|LayerLine12@0.5:0.5:0.58|LayerMiniDiamond9@0.5:0.5:0.5
237,Vehicle,6,7,192,384,57,Custom:.X...X./.X...X./.XXXXX./XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.85|LayerStagger9@0.5:0.5:0.58|LayerDiagonal6@0.5:0.5:0.5
238,Weather,6,7,167,334,57,Custom:XXX...XX/XXX..XXX/..XX.XX./XXXXXX.X/XXXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.84|LayerPillar12@0.5:0.5:0.64|LayerLine12@0.5:0.5:0.5
239,Food,6,7,192,384,57,Custom:..XXXX./..XXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.84|LayerCross15@0.5:0.5:0.58|LayerCap18@0.5:0.5:0.5
240,Plant,6,7,204,408,58,PrettyShell36@0:0:1|LayerBlock9@0.5:0.5:0.84|LayerOffset12@0.5:0.5:0.58|LayerCross15@0.5:0.5:0.5
241,Animal,7,7,168,336,58,Custom:...X..X./...XXXXX/.XXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.84|LayerMiniDiamond9@0.5:0.5:0.64|LayerOffset12@0.5:0.5:0.5
242,Sweet,7,7,193,386,58,Custom:XX...../XXX.XX./XXXXXXX/..XXXX./XXXXXX./XXXXXX.@0:0:1|LayerCorners12@0.5:0.5:0.84|LayerDiagonal6@0.5:0.5:0.58|LayerDiamond15@0.5:0.5:0.5
243,Bug,7,7,193,386,58,Custom:X...XX./XXXXXXX/XXXXX../.XXXX../.XXXX../XXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.84|LayerLine12@0.5:0.5:0.58|LayerPillar12@0.5:0.5:0.5
244,Vehicle,7,7,168,336,58,Custom:.....X../X.XXXX../XXXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.84|LayerCap18@0.5:0.5:0.64|LayerStagger9@0.5:0.5:0.5
245,Weather,7,7,193,386,58,Custom:..XXXX./XXXXXXX/XXXXXXX/XXXXXXX/XXXXX..@0:0:1|LayerCap18@0.5:0.5:0.84|LayerMiniDiamond9@0.5:0.5:0.58|LayerCrown15@0.5:0.5:0.5
246,Food,7,7,194,388,58,Custom:X...XXX/.X.XXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.84|LayerCross15@0.5:0.5:0.58|LayerMiniDiamond9@0.5:0.5:0.5
247,Plant,7,7,169,338,58,Custom:XX....XX/.X...XXX/..XXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.84|LayerDiamond15@0.5:0.5:0.64|LayerDiagonal6@0.5:0.5:0.5
248,Animal,7,7,194,388,59,Custom:.X.X.X./XXXXXXX/X.XXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.84|LayerPillar12@0.5:0.5:0.58|LayerLine12@0.5:0.5:0.5
249,Sweet,7,7,194,388,59,Custom:..XX.../XXXXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.84|LayerDiagonal6@0.5:0.5:0.58|LayerCap18@0.5:0.5:0.5
250,Bug,7,7,182,364,79,Custom:..XXX.../.XXXXXX./XXXX.XX./XXXXXXX./XXXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.84|LayerCrown15@0.5:0.5:0.64|LayerCross15@0.5:0.5:0.5
251,Vehicle,7,7,195,390,59,Custom:.XX.XXX/.XXXXXX/XXXXXXX/..XXXXX/XXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.84|LayerStagger9@0.5:0.5:0.58|LayerOffset12@0.5:0.5:0.5
252,Weather,7,7,195,390,59,Custom:......X/......X/XXXXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.84|LayerMiniDiamond9@0.5:0.5:0.58|LayerDiamond15@0.5:0.5:0.5
253,Food,7,7,170,340,59,Custom:...XX.../.XXXXXX./.XXXXXX./XXXXXXXX/XXXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.84|LayerLine12@0.5:0.5:0.64|LayerPillar12@0.5:0.5:0.5
254,Plant,7,7,195,390,59,Custom:..X.XXX/.XXXXXX/.XXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.84|LayerOffset12@0.5:0.5:0.58|LayerStagger9@0.5:0.5:0.5
255,Animal,7,7,196,392,59,Custom:.X...XX/XXXXXXX/XXXXXXX/.XXXXXX/XXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.84|LayerPillar12@0.5:0.5:0.58|LayerCrown15@0.5:0.5:0.5
256,Sweet,7,7,171,342,60,Custom:...XX.../....XX../...XXXX./.XXXXXXX/XXXXXXXX/XXXXXXX.@0:0:1|LayerPillar12@0.5:0.5:0.84|LayerOffset12@0.5:0.5:0.64|LayerMiniDiamond9@0.5:0.5:0.5
257,Bug,7,7,196,392,60,Custom:..XXXXXX/XXXXXXXX/.XXXXXX./.XXXXX../.XXXXX..@0:0:1|LayerCross15@0.5:0.5:0.84|LayerLine12@0.5:0.5:0.58|LayerDiagonal6@0.5:0.5:0.5
